



==== TENURE  常勤 (任期なし)  ===== 
D120111329  九州国際大学 教員の公募について【マクロ経済学、経済政策論　教授、准教授または助教】 社会科学 - 経済学 常勤 (任期なし) 2020年12月25日
D120111966  筑波大学附属聴覚特別支援学校 高等部専攻科（英語）教諭募集 社会科学 - 教育学 常勤 (任期なし) 2021年01月07日
D120111959  大妻女子大学 教授、准教授または専任講師の公募（児童文化、保育者養成） 複合領域 - 子ども学 -- 社会科学 - 教育学 -- 社会科学 - 心理学 常勤 (任期なし) 2021年01月29日
D120111861  独立行政法人国立文化財機構 国立文化財機構研究職員（副所長または室長相当職／無形文化遺産） 人文学 - 史学 -- 人文学 - 芸術学 常勤 (任期なし) 2021年01月08日
D120111976  小山工業高等専門学校 建築学科　准教授又は助教（専門分野 建築構造学） 工学 - 建築学 常勤 (任期なし) 2021年01月26日
D120111936  和泉短期大学 和泉短期大学教員公募について（教授、准教授または専任講師【保育分野】） 社会科学 - 保育・児童福祉 常勤 (任期なし) 2020年12月09日
D120090586  九州大学 助教の公募（コミュニケーションデザイン科学部門） 工学 - 音に関わる工学分野 常勤 (任期なし) 2020年12月28日
D120011346  株式会社シルクルネッサンス 研究リーダーおよび研究員（正社員）の募集（創薬支援関連研究開発型ベンチャー） 生物学 - 全て -- 農学 - 全て -- 医歯薬学 - 全て 常勤 (任期なし) 2020年12月31日
D120111924  日本ジーンウィズ株式会社 【上級ラボスタッフ募集】NGS・次世代シークエンス解析サービス 生物学 - 全て -- 農学 - 全て -- 総合生物 - 全て 常勤 (任期なし) 2021年02月28日
D120111930  日本ジーンウィズ株式会社 【ラボスタッフ募集】NGS・次世代シークエンス解析サービス 生物学 - 全て -- 農学 - 全て -- 総合生物 - 全て 常勤 (任期なし) 2020年12月31日
D120111932  日本ジーンウィズ株式会社 【技術営業】ゲノミクス受託解析専門　東日本エリア担当 生物学 - 全て -- 総合生物 - 全て -- 農学 - 全て 常勤 (任期なし) 2021年02月28日
D120111934  日本ジーンウィズ株式会社 NGSカスタマーサポート担当【急募】 生物学 - 全て -- 総合生物 - 全て -- 情報学 - 全て 常勤 (任期なし) 2021年02月28日
D120111944  函館短期大学 食物栄養学科専任教員の公募（准教授・専任講師・助教） 生物学 - 生物科学 -- 農学 - 生産環境農学 -- 農学 - 農芸化学 常勤 (任期なし) 2021年01月12日
D120111956  株式会社リボミック (株)リボミック（東証マザーズ上場）　RNAアプタマーの研究開発業務　主任研究員または研究員の募集 医歯薬学 - 薬学 -- 総合生物 - 実験動物学 -- 生物学 - 生物科学 常勤 (任期なし) 2021年02月28日
D120111877  東日本国際大学 専任教員の公募（情報学　1名） 情報学 - 情報学基礎 常勤 (任期なし) 2020年12月30日
D120111971  Craif株式会社 最先端のがん検査を実用化する！機械学習エンジニア募集 総合生物 - 全て -- 情報学 - 全て -- 複合領域 - 全て 常勤 (任期なし) 2021年06月30日
D119110760  セルソース株式会社 【東証マザーズ上場・開発職】創業6年目の再生医療ベンチャー 生物学 - 全て -- 工学 - 全て -- 医歯薬学 - 全て 常勤 (任期なし) 2020年12月31日
D120111330  九州国際大学 教員の公募について【人的資源管理論、ビジネスリーダーシップ論　教授、准教授または助教】 社会科学 - 経営学 常勤 (任期なし) 2021年01月14日
D120111329  九州国際大学 教員の公募について【マクロ経済学、経済政策論　教授、准教授または助教】 社会科学 - 経済学 常勤 (任期なし) 2021年01月14日
D120120024  同志社女子中学校・高等学校 専任教諭（国語科、英語科） 社会科学 - 教育学 常勤 (任期なし) 2021年01月06日
D120120011  室蘭工業大学 もの創造系領域（電子デバイス計測ユニット）准教授の公募 工学 - 電気電子工学 -- 工学 - 材料工学 -- 総合理工 - 応用物理学 常勤 (任期なし) 2020年12月30日
D120120030  日本大学 国際関係学部専任教員（国際文化論担当）の募集について 総合人文社会 - 全て 常勤 (任期なし) 2020年12月25日
D120111883  日本大学 令和３年度日本大学商学部准教授又は専任講師（証券市場論）募集について 社会科学 - 経済学 常勤 (任期なし) 2020年12月12日
D120111884  日本大学 令和３年度日本大学商学部教授又は准教授（消費者行動論）募集について 社会科学 - 経営学 常勤 (任期なし) 2020年12月12日
D120120006  北海道大学 教授の公募（土木工学部門先端社会システム分野社会資本計画学研究室） 工学 - 土木工学 常勤 (任期なし) 2021年02月05日
D120111960  筑波大学附属聴覚特別支援学校 小学部教諭募集 社会科学 - 教育学 常勤 (任期なし) 2021年01月07日
D120120040  国立研究開発法人宇宙航空研究開発機構 国立研究開発法人宇宙航空研究開発機構　宇宙科学研究所（宇宙飛翔工学研究系構造動力学） 准教授　公募 工学 - 全て -- 総合理工 - 全て 常勤 (任期なし) 2021年01月22日
D120120039  国立研究開発法人宇宙航空研究開発機構 国立研究開発法人宇宙航空研究開発機構　宇宙科学研究所（宇宙飛翔工学研究系電気推進工学） 准教授　公募 工学 - 全て -- 総合理工 - 全て 常勤 (任期なし) 2021年01月22日
D120120041  国立研究開発法人宇宙航空研究開発機構 国立研究開発法人宇宙航空研究開発機構　宇宙科学研究所（宇宙機応用工学研究系） 教授　公募 工学 - 全て -- 総合理工 - 全て 常勤 (任期なし) 2021年01月22日
D120120073  宮城学院女子大学 宮城学院女子大学教育学部 准教授または助教の専任教員公募（臨床心理学） 社会科学 - 心理学 -- 社会科学 - 教育学 常勤 (任期なし) 2021年01月08日
D120120075  福岡女学院大学短期大学部 福岡女学院大学短期大学部英語科教員の公募 人文学 - 英語学 -- 人文学 - 英米文学 常勤 (任期なし) 2021年01月06日
D120120074  東京工業大学 准教授の公募 （光学材料分野） 工学 - 材料工学 -- 工学 - プロセス工学・化学工学 常勤 (任期なし) 2020年12月21日
D119061383  セルソース株式会社 【東証マザーズ上場・再生医療ベンチャーにおける正社員】細胞培養職 生物学 - 生物科学 -- 生物学 - 基礎生物学 -- 医歯薬学 - 全て 常勤 (任期なし) 2020年12月31日
D120101830  公益財団法人京都大学iPS細胞研究財団 京都大学iPS細胞研究財団 細胞調製施設 品質部 品質保証担当者の募集 生物学 - 生物科学 -- 医歯薬学 - 薬学 -- 医歯薬学 - 基礎医学 常勤 (任期なし) 2020年12月31日
D120111558  合同会社ポイエーシス 研究開発センター　研究員　（細胞生物学研究担当あるいは製造担当） 化学 - 素材製造、合成、分析 -- 総合生物 - 細胞生物学、生化学、分子生物学 -- 医歯薬学 - 再生医療、幹細胞、動物実験 常勤 (任期なし) 2021年03月31日
D120111493  国立研究開発法人宇宙航空研究開発機構 【正社員募集】宇宙実験（ライフサイエンス分野）のミッションサイエンティスト 総合生物 - 全て 常勤 (任期なし) 2021年01月31日
D120120049  イー・エム・シー株式会社 メディカルライター募集 医歯薬学 - 全て -- 総合生物 - 全て -- 生物学 - 全て 常勤 (任期なし) 2021年05月31日
